Generation # 2  Max Fitness: 1.6686429805909314e-05
New Best Fitness
Generation # 3  Max Fitness: 1.9961600461553107e-05
New Best Fitness
Generation # 4  Max Fitness: 3.9150351347714224e-05
New Best Fitness
Generation # 5  Max Fitness: 4.082877085926935e-05
New Best Fitness
Generation # 6  Max Fitness: 4.082877085926935e-05
Generation # 7  Max Fitness: 4.082877085926935e-05
Generation # 8  Max Fitness: 0.00010130215970689967
New Best Fitness
Generation # 9  Max Fitness: 0.00010130215970689967
Generation # 10  Max Fitness: 0.00010130215970689967
Generation # 11  Max Fitness: 0.00010130215970689967
Generation # 12  Max Fitness: 0.00010130215970689967
Generation # 13  Max Fitness: 0.00017727429651516168
New Best Fitness
Generation # 14  Max Fitness: 0.00017727429651516168
Generation # 15  Max Fitness: 0.00017727429651516168
Generation # 16  Max Fitness: 0.00017727429651516168
Generation # 17  Max Fitness: 0.0001842096459017281
New Best Fitness
Generation # 18  Max Fitness: 0.0001842096459017281
Generation # 19  Max Fitness: 0.0001842096459017281
Generation # 20  Max Fitness: 0.0001842096459017281
Generation # 21  Max Fitness: 0.0001842096459017281
Generation # 22  Max Fitness: 0.0001842096459017281
Generation # 23  Max Fitness: 0.0001842096459017281
Generation # 24  Max Fitness: 0.0001842096459017281
Generation # 25  Max Fitness: 0.0001842096459017281
Generation # 26  Max Fitness: 0.0001842096459017281
Generation # 27  Max Fitness: 0.0001842096459017281
Generation # 28  Max Fitness: 0.0001842096459017281
Generation # 29  Max Fitness: 0.0001842096459017281
Generation # 30  Max Fitness: 0.0001842096459017281
Generation # 31  Max Fitness: 0.0001842096459017281
Generation # 32  Max Fitness: 0.0001842096459017281
Generation # 33  Max Fitness: 0.0001842096459017281
Generation # 34  Max Fitness: 0.00021006714788358112
New Best Fitness
Generation # 35  Max Fitness: 0.00021006714788358112
Generation # 36  Max Fitness: 0.00021006714788358112
Generation # 37  Max Fitness: 0.00021006714788358112
Generation # 38  Max Fitness: 0.00021006714788358112
Generation # 39  Max Fitness: 0.00021006714788358112
Generation # 40  Max Fitness: 0.00021006714788358112
Generation # 41  Max Fitness: 0.00021006714788358112
Generation # 42  Max Fitness: 0.00021006714788358112
Generation # 43  Max Fitness: 0.00021006714788358112
Generation # 44  Max Fitness: 0.00021006714788358112
Generation # 45  Max Fitness: 0.00021006714788358112
Generation # 46  Max Fitness: 0.00021006714788358112
Generation # 47  Max Fitness: 0.00021006714788358112
Generation # 48  Max Fitness: 0.00021006714788358112
Generation # 49  Max Fitness: 0.00021006714788358112
Accuracy:  97.0 %
Replaced  0.0  with  0.00021006714788358112
32 <= node_count < 89
Population: 1  Node Count: 38
5.931622407509818e-10 5.931622407509818e-10
Generation # 0  Max Fitness: 0.0016296996888471495
New Best Fitness
Generation # 1  Max Fitness: 0.0016296996888471495
Generation # 2  Max Fitness: 0.0016296996888471495
Generation # 3  Max Fitness: 0.0016790845279031237
New Best Fitness
Generation # 4  Max Fitness: 0.0020027634730410753
New Best Fitness
Generation # 5  Max Fitness: 0.0020027634730410753
Generation # 6  Max Fitness: 0.0020027634730410753
Generation # 7  Max Fitness: 0.0020027634730410753
Generation # 8  Max Fitness: 0.0020027634730410753
Generation # 9  Max Fitness: 0.0020027634730410753
Generation # 10  Max Fitness: 0.0020027634730410753
Generation # 11  Max Fitness: 0.0020027634730410753
Generation # 12  Max Fitness: 0.0020027634730410753
Generation # 13  Max Fitness: 0.0020027634730410753
Generation # 14  Max Fitness: 0.0020027634730410753
Generation # 15  Max Fitness: 0.002131145746953965
New Best Fitness
Generation # 16  Max Fitness: 0.002131145746953965
Generation # 17  Max Fitness: 0.002131145746953965
Generation # 18  Max Fitness: 0.003085144395623616
New Best Fitness
Generation # 19  Max Fitness: 0.0034759313998856275
New Best Fitness
Generation # 20  Max Fitness: 0.0034759313998856275
Generation # 21  Max Fitness: 0.0034759313998856275
Generation # 22  Max Fitness: 0.0034759313998856275
Generation # 23  Max Fitness: 0.0034759313998856275
Generation # 24  Max Fitness: 0.0034759313998856275
Generation # 25  Max Fitness: 0.0034759313998856275
Generation # 26  Max Fitness: 0.0034759313998856275
Generation # 27  Max Fitness: 0.004921539869209102
New Best Fitness
Generation # 28  Max Fitness: 0.004921539869209102
Generation # 29  Max Fitness: 0.0063251892321711115
New Best Fitness
Generation # 30  Max Fitness: 0.0063251892321711115
Generation # 31  Max Fitness: 0.0063251892321711115
Generation # 32  Max Fitness: 0.0063251892321711115
Generation # 33  Max Fitness: 0.0063251892321711115
Generation # 34  Max Fitness: 0.0063251892321711115
Generation # 35  Max Fitness: 0.0063251892321711115
Generation # 36  Max Fitness: 0.0063251892321711115
Generation # 37  Max Fitness: 0.0063251892321711115
Generation # 38  Max Fitness: 0.0063251892321711115
Generation # 39  Max Fitness: 0.0063251892321711115
Generation # 40  Max Fitness: 0.0063251892321711115
Generation # 41  Max Fitness: 0.0063251892321711115
Generation # 42  Max Fitness: 0.0063251892321711115
Generation # 43  Max Fitness: 0.0063251892321711115
Generation # 44  Max Fitness: 0.0063251892321711115
Generation # 45  Max Fitness: 0.0063251892321711115
Generation # 46  Max Fitness: 0.0063251892321711115
Generation # 47  Max Fitness: 0.0063251892321711115
Generation # 48  Max Fitness: 0.0063251892321711115
Generation # 49  Max Fitness: 0.0063251892321711115
Accuracy:  98.0 %
Replaced  0.00021006714788358112  with  0.0063251892321711115
32 <= node_count < 38
Population: 2  Node Count: 36
2.212850241513863e-09 2.212850241513863e-09
Generation # 0  Max Fitness: 0.0005799309013102166
New Best Fitness
Generation # 1  Max Fitness: 0.0017933514400278803
New Best Fitness
Generation # 2  Max Fitness: 0.0017933514400278803
Generation # 3  Max Fitness: 0.0023578633796086422
New Best Fitness
Generation # 4  Max Fitness: 0.0023578633796086422
Generation # 5  Max Fitness: 0.0023578633796086422
Generation # 6  Max Fitness: 0.0038443424667532213
New Best Fitness
Generation # 7  Max Fitness: 0.0038443424667532213
Generation # 8  Max Fitness: 0.0038443424667532213
Generation # 9  Max Fitness: 0.0038443424667532213
Generation # 10  Max Fitness: 0.0038443424667532213
Generation # 11  Max Fitness: 0.0038443424667532213
Generation # 12  Max Fitness: 0.005662544887031724
New Best Fitness
Generation # 13  Max Fitness: 0.005662544887031724
Generation # 14  Max Fitness: 0.005662544887031724
Generation # 15  Max Fitness: 0.005662544887031724
Generation # 16  Max Fitness: 0.005662544887031724
Generation # 17  Max Fitness: 0.005662544887031724
Generation # 18  Max Fitness: 0.005662544887031724
Generation # 19  Max Fitness: 0.005662544887031724
Generation # 20  Max Fitness: 0.0055262422959577555
Generation # 21  Max Fitness: 0.0055262422959577555
Generation # 22  Max Fitness: 0.0055262422959577555
Generation # 23  Max Fitness: 0.006549620498912895
New Best Fitness
Generation # 24  Max Fitness: 0.006549620498912895
Generation # 25  Max Fitness: 0.006549620498912895
Generation # 26  Max Fitness: 0.006549620498912895
Generation # 27  Max Fitness: 0.006549620498912895
Generation # 28  Max Fitness: 0.006549620498912895
Generation # 29  Max Fitness: 0.006549620498912895
Generation # 30  Max Fitness: 0.008493817330547587
New Best Fitness
Generation # 31  Max Fitness: 0.008493817330547587
Generation # 32  Max Fitness: 0.008493817330547587
Generation # 33  Max Fitness: 0.008493817330547587
Generation # 34  Max Fitness: 0.008493817330547587
Generation # 35  Max Fitness: 0.008493817330547587
Generation # 36  Max Fitness: 0.008493817330547587
Generation # 37  Max Fitness: 0.008493817330547587
Generation # 38  Max Fitness: 0.008493817330547587
Generation # 39  Max Fitness: 0.008493817330547587
Generation # 40  Max Fitness: 0.008493817330547587
Generation # 41  Max Fitness: 0.008493817330547587
Generation # 42  Max Fitness: 0.008493817330547587
Generation # 43  Max Fitness: 0.008493817330547587
Generation # 44  Max Fitness: 0.008493817330547587
Generation # 45  Max Fitness: 0.008493817330547587
Generation # 46  Max Fitness: 0.008493817330547587
Generation # 47  Max Fitness: 0.008493817330547587
Generation # 48  Max Fitness: 0.008493817330547587
Generation # 49  Max Fitness: 0.008493817330547587
Accuracy:  95.0 %
35 <= node_count < 38
Population: 3  Node Count: 35
2.8887771465145214e-09 2.8887771465145214e-09
Generation # 0  Max Fitness: 0.0025868861238977528
New Best Fitness
Generation # 1  Max Fitness: 0.0025868861238977528
Generation # 2  Max Fitness: 0.0025868861238977528
Generation # 3  Max Fitness: 0.004145345123909362
New Best Fitness
Generation # 4  Max Fitness: 0.004145345123909362
Generation # 5  Max Fitness: 0.003809236059808603
Generation # 6  Max Fitness: 0.003809236059808603
Generation # 7  Max Fitness: 0.003809236059808603
Generation # 8  Max Fitness: 0.003809236059808603
Generation # 9  Max Fitness: 0.003809236059808603
Generation # 10  Max Fitness: 0.005847885130525696
New Best Fitness
Generation # 11  Max Fitness: 0.005847885130525696
Generation # 12  Max Fitness: 0.005847885130525696
Generation # 13  Max Fitness: 0.005109063055968473
Generation # 14  Max Fitness: 0.005597441417725684
Generation # 15  Max Fitness: 0.005597441417725684
Generation # 16  Max Fitness: 0.007017462156630835
New Best Fitness
Generation # 17  Max Fitness: 0.007017462156630835
Generation # 18  Max Fitness: 0.007017462156630835
Generation # 19  Max Fitness: 0.031698020946204164
New Best Fitness
Generation # 20  Max Fitness: 0.031698020946204164
Generation # 21  Max Fitness: 0.031698020946204164
Generation # 22  Max Fitness: 0.031698020946204164
Generation # 23  Max Fitness: 0.031698020946204164
Generation # 24  Max Fitness: 0.031698020946204164
Generation # 25  Max Fitness: 0.031698020946204164
Generation # 26  Max Fitness: 0.05814973700304014
New Best Fitness
Generation # 27  Max Fitness: 0.05814973700304014
Generation # 28  Max Fitness: 0.05814973700304014
Generation # 29  Max Fitness: 0.05814973700304014
Generation # 30  Max Fitness: 0.05814973700304014
Generation # 31  Max Fitness: 0.05814973700304014
Generation # 32  Max Fitness: 0.05814973700304014
Generation # 33  Max Fitness: 0.05814973700304014
Generation # 34  Max Fitness: 0.05814973700304014
Generation # 35  Max Fitness: 0.05814973700304014
Generation # 36  Max Fitness: 0.07836417984815958
New Best Fitness
Generation # 37  Max Fitness: 0.07836417984815958
Generation # 38  Max Fitness: 0.05814973700304014
Generation # 39  Max Fitness: 0.05814973700304014
Generation # 40  Max Fitness: 0.05814973700304014
Generation # 41  Max Fitness: 0.05814973700304014
Generation # 42  Max Fitness: 0.05814973700304014
Generation # 43  Max Fitness: 0.07836417984815958
Generation # 44  Max Fitness: 0.07836417984815958
Generation # 45  Max Fitness: 0.07836417984815958
Generation # 46  Max Fitness: 0.07836417984815958
Generation # 47  Max Fitness: 0.07836417984815958
Generation # 48  Max Fitness: 0.07836417984815958
Generation # 49  Max Fitness: 0.07836417984815958
Accuracy:  91.0 %
36 <= node_count < 38
Population: 4  Node Count: 37
1.6787139763208616e-09 1.6787139763208616e-09
Generation # 0  Max Fitness: 4.974622027633167e-05
New Best Fitness
Generation # 1  Max Fitness: 0.0009261221254782496
New Best Fitness
Generation # 2  Max Fitness: 0.0009261221254782496
Generation # 3  Max Fitness: 0.0009261221254782496
Generation # 4  Max Fitness: 0.0009261221254782496
Generation # 5  Max Fitness: 0.0009261221254782496
Generation # 6  Max Fitness: 0.0015443304237359248
New Best Fitness
Generation # 7  Max Fitness: 0.0015443304237359248
Generation # 8  Max Fitness: 0.0015443304237359248
Generation # 9  Max Fitness: 0.0015443304237359248
Generation # 10  Max Fitness: 0.0015443304237359248
Generation # 11  Max Fitness: 0.0015443304237359248
Generation # 12  Max Fitness: 0.0015443304237359248
Generation # 13  Max Fitness: 0.0015443304237359248
Generation # 14  Max Fitness: 0.0015443304237359248
Generation # 15  Max Fitness: 0.0015443304237359248
Generation # 16  Max Fitness: 0.0015961535923176672
New Best Fitness
Generation # 17  Max Fitness: 0.0015961535923176672
Generation # 18  Max Fitness: 0.0015961535923176672
Generation # 19  Max Fitness: 0.0015961535923176672
Generation # 20  Max Fitness: 0.0017616806315209808
New Best Fitness
Generation # 21  Max Fitness: 0.0017616806315209808
Generation # 22  Max Fitness: 0.0017616806315209808
Generation # 23  Max Fitness: 0.0017616806315209808
Generation # 24  Max Fitness: 0.0017616806315209808
Generation # 25  Max Fitness: 0.0015961535923176672
Generation # 26  Max Fitness: 0.002296620174943483
New Best Fitness
Generation # 27  Max Fitness: 0.002296620174943483
Generation # 28  Max Fitness: 0.002296620174943483
Generation # 29  Max Fitness: 0.002296620174943483
Generation # 30  Max Fitness: 0.002296620174943483
Generation # 31  Max Fitness: 0.002296620174943483
Generation # 32  Max Fitness: 0.002296620174943483
Generation # 33  Max Fitness: 0.0028039158234777844
New Best Fitness
Generation # 34  Max Fitness: 0.0028039158234777844
Generation # 35  Max Fitness: 0.0028039158234777844
Generation # 36  Max Fitness: 0.0028039158234777844
Generation # 37  Max Fitness: 0.0028039158234777844
Generation # 38  Max Fitness: 0.0028039158234777844
Generation # 39  Max Fitness: 0.0028039158234777844
Generation # 40  Max Fitness: 0.0028039158234777844
Generation # 41  Max Fitness: 0.0028039158234777844
Generation # 42  Max Fitness: 0.0028039158234777844
Generation # 43  Max Fitness: 0.0028039158234777844
Generation # 44  Max Fitness: 0.0028039158234777844
Generation # 45  Max Fitness: 0.0028039158234777844
Generation # 46  Max Fitness: 0.0028039158234777844
Generation # 47  Max Fitness: 0.0028039158234777844
Generation # 48  Max Fitness: 0.0028725761232981585
New Best Fitness
Generation # 49  Max Fitness: 0.0028725761232981585
Accuracy:  96.0 %
37 <= node_count < 38
Population: 5  Node Count: 37
1.0226935185361754e-09 1.0226935185361754e-09
Generation # 0  Max Fitness: 0.000914248764895195
New Best Fitness
Generation # 1  Max Fitness: 0.000914248764895195
Generation # 2  Max Fitness: 0.000914248764895195
Generation # 3  Max Fitness: 0.000914248764895195
Generation # 4  Max Fitness: 0.000914248764895195
Generation # 5  Max Fitness: 0.000914248764895195
Generation # 6  Max Fitness: 0.000914248764895195
Generation # 7  Max Fitness: 0.000914248764895195
Generation # 8  Max Fitness: 0.0018230902419654452
New Best Fitness
Generation # 9  Max Fitness: 0.0018230902419654452
Generation # 10  Max Fitness: 0.0024518235593333237
New Best Fitness
Generation # 11  Max Fitness: 0.0024518235593333237
Generation # 12  Max Fitness: 0.0024518235593333237
Generation # 13  Max Fitness: 0.0024518235593333237
Generation # 14  Max Fitness: 0.0024518235593333237
Generation # 15  Max Fitness: 0.0024518235593333237
Generation # 16  Max Fitness: 0.0024518235593333237
Generation # 17  Max Fitness: 0.0024518235593333237
Generation # 18  Max Fitness: 0.0024518235593333237
Generation # 19  Max Fitness: 0.0024518235593333237
Generation # 20  Max Fitness: 0.0033496744402159496
New Best Fitness
Generation # 21  Max Fitness: 0.0033496744402159496
Generation # 22  Max Fitness: 0.0033496744402159496
Generation # 23  Max Fitness: 0.004490928868818248
New Best Fitness
Generation # 24  Max Fitness: 0.004428554856751327
Generation # 25  Max Fitness: 0.004428554856751327
Generation # 26  Max Fitness: 0.004428554856751327
Generation # 27  Max Fitness: 0.004428554856751327
Generation # 28  Max Fitness: 0.004428554856751327
Generation # 29  Max Fitness: 0.004428554856751327
Generation # 30  Max Fitness: 0.004428554856751327
Generation # 31  Max Fitness: 0.004428554856751327
Generation # 32  Max Fitness: 0.004428554856751327
Generation # 33  Max Fitness: 0.004428554856751327
Generation # 34  Max Fitness: 0.004428554856751327
Generation # 35  Max Fitness: 0.004428554856751327
Generation # 36  Max Fitness: 0.004428554856751327
Generation # 37  Max Fitness: 0.004428554856751327
Generation # 38  Max Fitness: 0.004428554856751327
Generation # 39  Max Fitness: 0.004428554856751327
Generation # 40  Max Fitness: 0.004428554856751327
Generation # 41  Max Fitness: 0.004428554856751327
Generation # 42  Max Fitness: 0.0054975163738982
New Best Fitness
Generation # 43  Max Fitness: 0.0054975163738982
Generation # 44  Max Fitness: 0.0054975163738982
Generation # 45  Max Fitness: 0.0054975163738982
Generation # 46  Max Fitness: 0.004428554856751327
Generation # 47  Max Fitness: 0.004428554856751327
Generation # 48  Max Fitness: 0.004428554856751327
Generation # 49  Max Fitness: 0.004428554856751327
Accuracy:  96.0 %
38 <= node_count < 38
Node Count: 38
30
1
Weighted Connections:
(36, 11) : 0.0029523209384440616
(36, 33) : 0.01663139968086278
(34, 17) : 0.013343017873662467
(37, 3) : -0.6630640202997268
(36, 29) : 0.011579817181771295
(33, 31) : 0.1581310940708306
(32, 1) : -0.06897988722208238
(34, 28) : -0.008340665687151468
(30, 3) : -0.15241671336225082
(36, 15) : 0.0048724903563749835
(35, 1) : -0.004153162027705976
(31, 26) : -0.037064722885402995
(30, 22) : -0.17291700644490432
(32, 6) : -0.0869365514780041
(36, 26) : 0.023330313334706466
(35, 18) : 0.03397797328704357
(31, 23) : -0.020135200038895136
(32, 9) : 0.021970255427245435
(30, 4) : 0.04061189152876854
(33, 32) : 0.007747363048272576
(35, 4) : 0.026388367376305625
(30, 27) : -0.457924500805791
(33, 21) : -0.13167120813826425
(32, 27) : -0.13548115316795148
(35, 25) : -0.037937209420804474
(34, 18) : 0.017866051311153517
(33, 26) : -0.09720952668741124
(30, 9) : 0.15370707657189542
(35, 11) : 0.009063047025889965
(33, 15) : 0.027270953729130486
(35, 28) : -0.018288335734753747
(34, 12) : -0.022990530708057014
(31, 25) : -0.013368643047290825
(37, 1) : -0.25821567996675293
(32, 3) : -0.04882432407342319
(35, 17) : 0.006896011560308093
(34, 26) : 0.02011992624788007
(37, 30) : 0.8488299724111379
(31, 4) : -0.005647760294012916
(30, 20) : -0.17610710473453237
(35, 32) : 0.03776271641071141
(36, 4) : 0.012246367200518625
(35, 20) : -0.025479024606228647
(33, 16) : 0.04449316720060804
(32, 24) : -0.05633502280548257
(31, 17) : 0.007572439429627485
(34, 23) : -0.008087670532476384
(33, 5) : -0.13391685279376359
(32, 11) : -0.005599381922093847
(34, 2) : -0.01302160429367689
(37, 22) : -0.6050165922729801
(31, 3) : -0.0065403346187573545
(30, 25) : -0.25001731179956865
(33, 10) : -0.08137683519854955
(32, 29) : -0.021207558754770473
(36, 1) : 0.005146154950698601
(35, 27) : -0.10967954581265874
(36, 32) : 0.005883172614248215
(31, 28) : -0.007296935702392156
(34, 16) : 0.02221200231665942
(33, 24) : -0.10480402950124834
(37, 4) : 0.053457197966689754
(30, 15) : 0.031684293730806085
(36, 28) : 0.01988230072064158
(35, 13) : -0.005414818198113177
(34, 31) : 0.054014000576451886
(33, 13) : -0.10736388975577976
(31, 14) : 0.014726150032268607
(30, 2) : -0.1850878921623608
(37, 17) : -0.08401076750888377
(32, 18) : -0.003091805147248626
(36, 14) : 0.018060725910140418
(34, 10) : -0.00878017727562444
(31, 27) : -0.04222169865434438
(30, 17) : -0.007070951421583534
(33, 19) : 0.04337772071683677
(37, 15) : -0.06854115448568064
(36, 25) : 0.00650096071926977
(37, 32) : 0.2831207730267875
(35, 19) : 0.00868412912054622
(31, 20) : -0.021822525537081576
(34, 24) : 0.003180542365174324
(33, 0) : -0.18079207045501502
(32, 8) : -0.00872282891090784
(37, 28) : -0.24763792262570908
(36, 20) : 0.00472439415680035
(32, 23) : -0.07198078946165169
(35, 5) : -0.006088240209884835
Biases: [0.7607182782724256, 0.02834436309695224, 0.6926217216357474, 0.683046839872138, 0.2359071214679408, 0.24868042613506636, 0.8999307016388564, 0.8495140702787739, 0.7414542017702508, 0.06619389401249516, 0.8313251482463846, 0.09428120906081697, 0.7858613951175856, 0.28482015522535387, 0.01881830026835063, 0.6349905473504592, 0.5829543716339489, 0.32134225018604057, 0.1354599055621046, 0.2665278398828087, 0.4779278407451494, 0.9431351110742415, 0.5271866788691675, 0.11169861256468376, 0.5660253983355469, 0.6685507669445125, 0.48732342996452394, 0.16200084421293368, 0.11049205578509302, 0.7592385505312865, 0.8017955222881399, 0.4824098264513932, 0.9929702907501488, 0.3714327121323119, 0.03704142118142362, 0.25661252782487165, 0.5786391188650798, 0.668216028036132]
Best Accuracy: 98.0 %
Population: 0  Node Count: 82
3.1316355352790784e-16 3.1316355352790784e-16
Generation # 0  Max Fitness: 3.886566668228653e-08
New Best Fitness
Generation # 1  Max Fitness: 1.3283216139000106e-07
New Best Fitness
Generation # 2  Max Fitness: 1.3283216139000106e-07
Generation # 3  Max Fitness: 7.854537199868691e-07
New Best Fitness
Generation # 4  Max Fitness: 5.615493567297958e-06
New Best Fitness
Generation # 5  Max Fitness: 5.615493567297958e-06
Generation # 6  Max Fitness: 5.615493567297958e-06
Generation # 7  Max Fitness: 5.615493567297958e-06
Generation # 8  Max Fitness: 5.615493567297958e-06
Generation # 9  Max Fitness: 5.615493567297958e-06
Generation # 10  Max Fitness: 5.615493567297958e-06
Generation # 11  Max Fitness: 5.615493567297958e-06
Generation # 12  Max Fitness: 9.865769420446741e-06
New Best Fitness
Generation # 13  Max Fitness: 9.865769420446741e-06
Generation # 14  Max Fitness: 9.865769420446741e-06
Generation # 15  Max Fitness: 9.865769420446741e-06
Generation # 16  Max Fitness: 9.865769420446741e-06
Generation # 17  Max Fitness: 9.865769420446741e-06
Generation # 18  Max Fitness: 9.865769420446741e-06
Generation # 19  Max Fitness: 9.865769420446741e-06
Generation # 20  Max Fitness: 9.865769420446741e-06
Generation # 21  Max Fitness: 9.865769420446741e-06
Generation # 22  Max Fitness: 9.865769420446741e-06
Generation # 23  Max Fitness: 1.0508979147190558e-05
New Best Fitness
Generation # 24  Max Fitness: 1.2048397769090615e-05
New Best Fitness
Generation # 25  Max Fitness: 1.7453154628464178e-05
New Best Fitness
Generation # 26  Max Fitness: 1.7453154628464178e-05
Generation # 27  Max Fitness: 1.956910760640001e-05
New Best Fitness
Generation # 28  Max Fitness: 1.956910760640001e-05
Generation # 29  Max Fitness: 1.956910760640001e-05
Generation # 30  Max Fitness: 1.956910760640001e-05
Generation # 31  Max Fitness: 1.956910760640001e-05
Generation # 32  Max Fitness: 1.956910760640001e-05
Generation # 33  Max Fitness: 1.956910760640001e-05
Generation # 34  Max Fitness: 1.956910760640001e-05
Generation # 35  Max Fitness: 1.956910760640001e-05
Generation # 36  Max Fitness: 1.956910760640001e-05
Generation # 37  Max Fitness: 7.158322840370091e-05
New Best Fitness
Generation # 38  Max Fitness: 7.158322840370091e-05
Generation # 39  Max Fitness: 7.158322840370091e-05
Generation # 40  Max Fitness: 7.158322840370091e-05
Generation # 41  Max Fitness: 7.158322840370091e-05
Generation # 42  Max Fitness: 7.158322840370091e-05
Generation # 43  Max Fitness: 7.158322840370091e-05
Generation # 44  Max Fitness: 7.158322840370091e-05
Generation # 45  Max Fitness: 7.158322840370091e-05
Generation # 46  Max Fitness: 7.158322840370091e-05
Generation # 47  Max Fitness: 7.158322840370091e-05
Generation # 48  Max Fitness: 7.158322840370091e-05
Generation # 49  Max Fitness: 7.158322840370091e-05
Accuracy:  93.0 %
Replaced  0.0  with  7.158322840370091e-05
58 <= node_count < 100
Population: 1  Node Count: 73
1.5176581603375017e-14 1.5176581603375017e-14
Generation # 0  Max Fitness: 4.198655276992265e-06
New Best Fitness
Generation # 1  Max Fitness: 7.686073592249469e-06
New Best Fitness
Generation # 2  Max Fitness: 1.2777713639838399e-05
New Best Fitness
Generation # 3  Max Fitness: 1.2777713639838399e-05
Generation # 4  Max Fitness: 1.2777713639838399e-05
Generation # 5  Max Fitness: 2.7893248580397103e-05
New Best Fitness
Generation # 6  Max Fitness: 2.7893248580397103e-05
Generation # 7  Max Fitness: 2.7893248580397103e-05
Generation # 8  Max Fitness: 2.7893248580397103e-05
Generation # 9  Max Fitness: 4.9666865740146274e-05
New Best Fitness
Generation # 10  Max Fitness: 4.9666865740146274e-05
Generation # 11  Max Fitness: 7.167971117312468e-05
New Best Fitness
Generation # 12  Max Fitness: 7.167971117312468e-05
Generation # 13  Max Fitness: 7.167971117312468e-05
Generation # 14  Max Fitness: 7.167971117312468e-05
Generation # 15  Max Fitness: 7.167971117312468e-05
Generation # 16  Max Fitness: 7.167971117312468e-05
Generation # 17  Max Fitness: 7.167971117312468e-05
Generation # 18  Max Fitness: 7.639548164504078e-05
New Best Fitness
Generation # 19  Max Fitness: 7.639548164504078e-05
Generation # 20  Max Fitness: 7.639548164504078e-05
Generation # 21  Max Fitness: 7.639548164504078e-05
Generation # 22  Max Fitness: 7.639548164504078e-05
Generation # 23  Max Fitness: 7.639548164504078e-05
Generation # 24  Max Fitness: 7.639548164504078e-05
Generation # 25  Max Fitness: 7.639548164504078e-05
Generation # 26  Max Fitness: 7.639548164504078e-05
Generation # 27  Max Fitness: 7.639548164504078e-05
Generation # 28  Max Fitness: 7.639548164504078e-05
Generation # 29  Max Fitness: 7.639548164504078e-05
Generation # 30  Max Fitness: 7.639548164504078e-05
Generation # 31  Max Fitness: 7.639548164504078e-05
Generation # 32  Max Fitness: 7.639548164504078e-05
Generation # 33  Max Fitness: 0.0001004981320614232
New Best Fitness
Generation # 34  Max Fitness: 0.0001292682814647981
New Best Fitness
Generation # 35  Max Fitness: 0.00022913493666697316
New Best Fitness
Generation # 36  Max Fitness: 0.00022913493666697316
Generation # 37  Max Fitness: 0.00022913493666697316
Generation # 38  Max Fitness: 0.00022913493666697316
Generation # 39  Max Fitness: 0.00022913493666697316
Generation # 40  Max Fitness: 0.00022913493666697316
Generation # 41  Max Fitness: 0.00022913493666697316
Generation # 42  Max Fitness: 0.00022913493666697316
Generation # 43  Max Fitness: 0.00022913493666697316
Generation # 44  Max Fitness: 0.0003756615670675133
New Best Fitness
Generation # 45  Max Fitness: 0.0003756615670675133
Generation # 46  Max Fitness: 0.0003756615670675133
Generation # 47  Max Fitness: 0.0003756615670675133
Generation # 48  Max Fitness: 0.0003756615670675133
Generation # 49  Max Fitness: 0.0003756615670675133
Accuracy:  98.0 %
Replaced  7.158322840370091e-05  with  0.0003756615670675133
58 <= node_count < 73
Population: 2  Node Count: 68
2.460515820198759e-14 2.460515820198759e-14
Generation # 0  Max Fitness: 0.00014398068049966325
New Best Fitness
Generation # 1  Max Fitness: 0.00014398068049966325
Generation # 2  Max Fitness: 0.00014398068049966325
Generation # 3  Max Fitness: 0.00014398068049966325
Generation # 4  Max Fitness: 0.00014398068049966325
Generation # 5  Max Fitness: 0.00014398068049966325
Generation # 6  Max Fitness: 0.0002282442486436724
New Best Fitness
Generation # 7  Max Fitness: 0.0002282442486436724
Generation # 8  Max Fitness: 0.0002282442486436724
Generation # 9  Max Fitness: 0.0002282442486436724
Generation # 10  Max Fitness: 0.0002282442486436724
Generation # 11  Max Fitness: 6.022832812752824e-05
Generation # 12  Max Fitness: 6.022832812752824e-05
Generation # 13  Max Fitness: 6.022832812752824e-05
Generation # 14  Max Fitness: 6.022832812752824e-05
Generation # 15  Max Fitness: 6.022832812752824e-05
Generation # 16  Max Fitness: 7.018987283870936e-06
Generation # 17  Max Fitness: 2.8278597447317445e-05
Generation # 18  Max Fitness: 2.8278597447317445e-05
Generation # 19  Max Fitness: 2.8278597447317445e-05
Generation # 20  Max Fitness: 2.8278597447317445e-05
Generation # 21  Max Fitness: 2.8278597447317445e-05
Generation # 22  Max Fitness: 2.8278597447317445e-05
Generation # 23  Max Fitness: 2.8278597447317445e-05
Generation # 24  Max Fitness: 2.8278597447317445e-05
Generation # 25  Max Fitness: 3.287022538335095e-05
Generation # 26  Max Fitness: 3.287022538335095e-05
Generation # 27  Max Fitness: 3.287022538335095e-05
Generation # 28  Max Fitness: 3.287022538335095e-05
Generation # 29  Max Fitness: 4.5503331960139134e-05
Generation # 30  Max Fitness: 4.5503331960139134e-05
Generation # 31  Max Fitness: 4.5503331960139134e-05
Generation # 32  Max Fitness: 4.5503331960139134e-05
Generation # 33  Max Fitness: 4.5503331960139134e-05
Generation # 34  Max Fitness: 4.5503331960139134e-05
Generation # 35  Max Fitness: 4.5503331960139134e-05
Generation # 36  Max Fitness: 4.5503331960139134e-05
Generation # 37  Max Fitness: 4.5503331960139134e-05
Generation # 38  Max Fitness: 4.5503331960139134e-05
